2026-07-02 19:49:38 | WARNING  | osv_fetcher | OSV lookup failed for CVE-2026-45659: HTTP 400
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-31431 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-41940 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-42208 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2024-1708 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-32202 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2024-7399 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-33825 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-20122 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-39987 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-20133 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2024-57726 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-42897 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2026-20128 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2009-3459 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2023-27351 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2025-2749 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2025-29635 not found in OSV database.
2026-07-03 20:13:50 | INFO     | osv_fetcher | CVE CVE-2025-32975 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2024-27199 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2023-36424 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2009-0238 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2012-1854 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-32201 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2025-60710 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-34197 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2023-21529 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2020-9715 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-21643 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-3055 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2025-53521 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-1340 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-34621 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-35616 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-3502 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-5281 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2024-57728 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2025-47813 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-20131 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2025-43510 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2026-20963 not found in OSV database.
2026-07-03 20:13:51 | INFO     | osv_fetcher | CVE CVE-2025-43520 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2017-7921 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2025-26399 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2021-22681 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-1603 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2021-22054 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-21385 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2023-41974 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2022-20775 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-20127 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-22719 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-25108 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-22769 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-20700 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2024-7694 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2024-43468 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2025-40536 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-21513 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2008-0015 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-1731 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-21525 not found in OSV database.
2026-07-03 20:13:52 | INFO     | osv_fetcher | CVE CVE-2026-21533 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-21510 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-21514 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-21519 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-24423 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-21509 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-52691 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-24858 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-23760 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-40551 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2024-37079 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-1281 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-34026 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-37164 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-20805 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2026-20045 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2009-0556 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2023-52163 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-14733 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-59374 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-40602 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-14611 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2018-4063 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-20393 not found in OSV database.
2026-07-03 20:13:53 | INFO     | osv_fetcher | CVE CVE-2025-59718 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-62221 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-6218 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-61757 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2022-37055 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2021-26829 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2021-26828 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-48572 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-58034 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-21042 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-12480 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-9242 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-62215 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-48703 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-48633 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-6204 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-11371 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-6205 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-59287 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-66644 not found in OSV database.
2026-07-03 20:13:54 | INFO     | osv_fetcher | CVE CVE-2025-61932 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-2746 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-33073 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-54253 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-2747 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-47827 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-24990 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2016-7836 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-59230 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2010-3962 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2021-43226 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2013-3918 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2011-3402 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-61882 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2010-3765 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2015-7755 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-21043 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-4008 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-59689 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-10035 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-20352 not found in OSV database.
2026-07-03 20:13:55 | INFO     | osv_fetcher | CVE CVE-2025-20362 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-5086 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-20333 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-48543 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-53690 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-9377 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2023-50224 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2020-24363 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-55177 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-7775 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2024-8068 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2024-8069 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-43300 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-54948 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-8876 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-8875 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-8088 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2007-0671 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2020-25078 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2013-3893 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2020-25079 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2023-2533 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-20337 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-20281 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2025-2775 not found in OSV database.
2026-07-03 20:13:56 | INFO     | osv_fetcher | CVE CVE-2022-40799 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-2776 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-54309 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-49704 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-49706 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-53770 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-47812 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-25257 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-5777 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2014-3931 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-48927 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-48928 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-6543 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2019-6693 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2024-0769 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2024-54085 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2023-33538 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-33053 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-43200 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-21479 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-21480 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2025-27038 not found in OSV database.
2026-07-03 20:13:57 | INFO     | osv_fetcher | CVE CVE-2021-32030 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-3935 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-4632 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2023-38950 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2023-39780 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-27920 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-4428 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2024-11182 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-4427 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2024-12987 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-32756 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-32709 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-30397 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-32706 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-42999 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-32701 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-30400 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-47729 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2024-11120 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2024-6047 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-34028 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2023-44221 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-31324 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-1976 not found in OSV database.
2026-07-03 20:13:58 | INFO     | osv_fetcher | CVE CVE-2025-42599 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-3928 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-31201 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24054 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-64446 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-31200 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-61884 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2021-20035 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-29824 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-30406 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-31161 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-22457 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-2783 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2024-20439 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2019-9875 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2019-9874 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2017-12637 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2024-48248 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-1316 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24472 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-21590 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24991 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24993 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24985 not found in OSV database.
2026-07-03 20:13:59 | INFO     | osv_fetcher | CVE CVE-2025-24984 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2025-24983 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2025-26633 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-13161 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-13160 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-13159 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2025-22225 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2025-22226 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2025-22224 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-57968 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-4885 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2018-8639 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2022-43769 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2023-20118 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2017-3066 not found in OSV database.
2026-07-03 20:14:00 | INFO     | osv_fetcher | CVE CVE-2024-20953 not found in OSV database.
